id,parent_id:id,code,name,note,type
ciiu_0289,ciiu_0088,29,"Fabricación de vehículos automotores, remolques y semirremolques",,view
ciiu_0290,ciiu_0289,291,Fabricación de vehículos automotores y sus motores,,view
ciiu_0291,ciiu_0290,2910,Fabricación de vehículos automotores y sus motores,,other
ciiu_0292,ciiu_0289,292,Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques ,,view
ciiu_0293,ciiu_0292,2920,Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques ,,other
ciiu_0294,ciiu_0289,293,"Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",,view
ciiu_0295,ciiu_0294,2930,"Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",,other
ciiu_0296,ciiu_0088,30,Fabricación de otros tipos de equipo de transporte,,view
ciiu_0297,ciiu_0296,301,Construcción de barcos y otras embarcaciones,,view
ciiu_0298,ciiu_0297,3011,Construcción de barcos y de estructuras flotantes,,other
ciiu_0299,ciiu_0297,3012,Construcción de embarcaciones de recreo y deporte,,other
ciiu_0300,ciiu_0296,302,Fabricación de locomotoras y de material rodante para ferrocarriles,,view
ciiu_0301,ciiu_0300,3020,Fabricación de locomotoras y de material rodante para ferrocarriles,,other
ciiu_0302,ciiu_0296,303,"Fabricación de aeronaves, naves espaciales y de maquinaria conexa",,view
ciiu_0303,ciiu_0302,3030,"Fabricación de aeronaves, naves espaciales y de maquinaria conexa",,other
ciiu_0304,ciiu_0296,304,Fabricación de vehículos militares de combate,,view
ciiu_0305,ciiu_0304,3040,Fabricación de vehículos militares de combate,,other
ciiu_0306,ciiu_0296,309,Fabricación de otros tipos de equipo de transporte n.c.p.,,view
ciiu_0307,ciiu_0306,3091,Fabricación de motocicletas,,other
ciiu_0308,ciiu_0306,3092,Fabricación de bicicletas y de sillas de ruedas para personas con discapacidad,,other
ciiu_0309,ciiu_0306,3099,Fabricación de otros tipos de equipo de transporte n.c.p.,,other
ciiu_0310,ciiu_0088,31,"Fabricación de muebles, colchones y somieres",,view
ciiu_0311,ciiu_0310,311,Fabricación de muebles ,,view
ciiu_0312,ciiu_0311,3110,Fabricación de muebles ,,other
ciiu_0313,ciiu_0310,312,Fabricación de colchones y somieres,,view
ciiu_0314,ciiu_0313,3120,Fabricación de colchones y somieres,,other
ciiu_0315,ciiu_0088,32,Otras industrias manufactureras,,view
ciiu_0316,ciiu_0315,321,"Fabricación de joyas, bisutería y artículos conexos",,view
ciiu_0317,ciiu_0316,3210,"Fabricación de joyas, bisutería y artículos conexos",,other
ciiu_0318,ciiu_0315,322,Fabricación de instrumentos musicales,,view
ciiu_0319,ciiu_0318,3220,Fabricación de instrumentos musicales,,other
ciiu_0320,ciiu_0315,323,Fabricación de artículos y equipo para la práctica del deporte,,view
ciiu_0321,ciiu_0320,3230,Fabricación de artículos y equipo para la práctica del deporte,,other
ciiu_0322,ciiu_0315,324,"Fabricación de juegos, juguetes y rompecabezas",,view
ciiu_0323,ciiu_0322,3240,"Fabricación de juegos, juguetes y rompecabezas",,other
ciiu_0324,ciiu_0315,325,"Fabricación de instrumentos, aparatos y materiales médicos y odontológicos (incluido mobiliario)",,view
ciiu_0325,ciiu_0324,3250,"Fabricación de instrumentos, aparatos y materiales médicos y odontológicos (incluido mobiliario)",,other
ciiu_0326,ciiu_0315,329,Otras industrias manufactureras n.c.p.,,view
ciiu_0327,ciiu_0326,3290,Otras industrias manufactureras n.c.p.,,other
ciiu_0328,ciiu_0088,33,"Instalación, mantenimiento y reparación especializado de maquinaria y equipo",,view
ciiu_0329,ciiu_0328,331,Mantenimiento y reparación especializado de productos elaborados en metal y de maquinaria y equipo,,view
ciiu_0330,ciiu_0329,3311,Mantenimiento y reparación especializado de productos elaborados en metal,,other
ciiu_0331,ciiu_0329,3312,Mantenimiento y reparación especializado de maquinaria y equipo,,other
ciiu_0332,ciiu_0329,3313,Mantenimiento y reparación especializado de equipo electrónico y óptico,,other
ciiu_0333,ciiu_0329,3314,Mantenimiento y reparación especializado de equipo eléctrico,,other
ciiu_0334,ciiu_0329,3315,"Mantenimiento y reparación especializado de equipo de transporte, excepto los vehículos automotores, motocicletas y bicicletas",,other
ciiu_0335,ciiu_0329,3319,Mantenimiento y reparación de otros tipos de equipos y sus componentes n.c.p.,,other
ciiu_0336,ciiu_0328,332,Instalación especializada de maquinaria y equipo industrial ,,view
ciiu_0337,ciiu_0336,3320,Instalación especializada de maquinaria y equipo industrial ,,other
ciiu_0338,,35 SECCIÓN D,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",,view
ciiu_0339,ciiu_0338,35,"Suministro de electricidad, gas, vapor y aire acondicionado ",,view
ciiu_0340,ciiu_0339,351,"Generación, transmisión, distribución y comercialización de energía eléctrica",,view
ciiu_0341,ciiu_0340,3511,Generación de energía eléctrica,,other
ciiu_0342,ciiu_0340,3512,Transmisión de energía eléctrica,,other
ciiu_0343,ciiu_0340,3513,Distribución de energía eléctrica,,other
ciiu_0344,ciiu_0340,3514,Comercialización de energía eléctrica,,other
ciiu_0345,ciiu_0339,352,Producción de gas; distribución de combustibles gaseosos por tuberías,,view
ciiu_0346,ciiu_0345,3520,Producción de gas; distribución de combustibles gaseosos por tuberías,,other
ciiu_0347,ciiu_0339,353,Suministro de vapor y aire acondicionado,,view
ciiu_0348,ciiu_0347,3530,Suministro de vapor y aire acondicionado,,other
ciiu_0349,,36 SECCIÓN E,"DISTRIBUCIÓN DE AGUA; EVACUACIÓN Y TRATAMIENTO DE AGUAS RESIDUALES, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO AMBIENTAL",,view
ciiu_0350,ciiu_0349,36,"Captación, tratamiento y distribución de agua",,view
ciiu_0351,ciiu_0350,360,"Captación, tratamiento y distribución de agua",,view
ciiu_0352,ciiu_0351,3600,"Captación, tratamiento y distribución de agua",,other
ciiu_0353,ciiu_0349,37,Evacuación y tratamiento de aguas residuales,,view
ciiu_0354,ciiu_0353,370,Evacuación y tratamiento de aguas residuales,,view
ciiu_0355,ciiu_0354,3700,Evacuación y tratamiento de aguas residuales,,other
ciiu_0356,ciiu_0349,38,"Recolección, tratamiento y disposición de desechos, recuperación de materiales",,view
ciiu_0357,ciiu_0356,381,Recolección de desechos,,view
ciiu_0358,ciiu_0357,3811,Recolección de desechos no peligrosos,,other
ciiu_0359,ciiu_0357,3812,Recolección de desechos peligrosos,,other
ciiu_0360,ciiu_0356,382,Tratamiento y disposición de desechos,,view
ciiu_0361,ciiu_0360,3821,Tratamiento y disposición de desechos no peligrosos,,other
ciiu_0362,ciiu_0360,3822,Tratamiento y disposición de desechos peligrosos,,other
ciiu_0363,ciiu_0356,383,Recuperación de materiales,,view
ciiu_0364,ciiu_0363,3830,Recuperación de materiales,,other
ciiu_0365,ciiu_0349,39,Actividades de saneamiento ambiental y otros servicios de gestión de desechos,,view
ciiu_0366,ciiu_0365,390,Actividades de saneamiento ambiental y otros servicios de gestión de desechos,,view
ciiu_0367,ciiu_0366,3900,Actividades de saneamiento ambiental y otros servicios de gestión de desechos,,other
ciiu_0368,,41 SECCIÓN F,CONSTRUCCIÓN,,view
ciiu_0369,ciiu_0368,41,Construcción de edificios,,view
ciiu_0370,ciiu_0369,411,Construcción de edificios,,view
ciiu_0371,ciiu_0370,4111,Construcción de edificios residenciales,,other
ciiu_0372,ciiu_0370,4112,Construcción de edificios no residenciales,,other
ciiu_0373,ciiu_0368,42,Obras de ingeniería civil,,view
ciiu_0374,ciiu_0373,421,Construcción de carreteras y vías de ferrocarril,,view
ciiu_0375,ciiu_0374,4210,Construcción de carreteras y vías de ferrocarril,,other
ciiu_0376,ciiu_0373,422,Construcción de proyectos de servicio público,,view
ciiu_0377,ciiu_0376,4220,Construcción de proyectos de servicio público,,other
ciiu_0378,ciiu_0373,429,Construcción de otras obras de ingeniería civil,,view
ciiu_0379,ciiu_0378,4290,Construcción de otras obras de ingeniería civil,,other
ciiu_0380,ciiu_0368,43,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,,view
ciiu_0381,ciiu_0380,431,Demolición y preparación del terreno,,view
ciiu_0382,ciiu_0381,4311,Demolición,,other
ciiu_0383,ciiu_0381,4312,Preparación del terreno,,other
ciiu_0384,ciiu_0380,432,"Instalaciones eléctricas, de fontanería y otras instalaciones especializadas",,view
ciiu_0385,ciiu_0384,4321,Instalaciones eléctricas,,other
ciiu_0386,ciiu_0384,4322,"Instalaciones de fontanería, calefacción y aire acondicionado",,other
ciiu_0387,ciiu_0384,4329,Otras instalaciones especializadas,,other
ciiu_0388,ciiu_0380,433,Terminación y acabado de edificios y obras de ingeniería civil,,view
ciiu_0389,ciiu_0388,4330,Terminación y acabado de edificios y obras de ingeniería civil,,other
ciiu_0390,ciiu_0380,439,Otras actividades especializadas para la construcción de edificios y obras de ingeniería civil,,view
ciiu_0391,ciiu_0390,4390,Otras actividades especializadas para la construcción de edificios y obras de ingeniería civil,,other
ciiu_0392,,45 SECCIÓN G,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,,view
ciiu_0393,ciiu_0392,45,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",,view
ciiu_0394,ciiu_0393,451,Comercio de vehículos automotores,,view
ciiu_0395,ciiu_0394,4511,Comercio de vehículos automotores nuevos,,other
ciiu_0396,ciiu_0394,4512,Comercio de vehículos automotores usados,,other
ciiu_0397,ciiu_0393,452,Mantenimiento y reparación de vehículos automotores,,view
ciiu_0398,ciiu_0397,4520,Mantenimiento y reparación de vehículos automotores,,other
ciiu_0399,ciiu_0393,453,"Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",,view
ciiu_0400,ciiu_0399,4530,"Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",,other
ciiu_0401,ciiu_0393,454,"Comercio, mantenimiento y reparación de motocicletas y de sus partes, piezas y accesorios",,view
ciiu_0402,ciiu_0401,4541,"Comercio de motocicletas y de sus partes, piezas y accesorios",,other
ciiu_0403,ciiu_0401,4542,Mantenimiento y reparación de motocicletas y de sus partes y piezas,,other
ciiu_0404,ciiu_0392,46,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",,view
ciiu_0405,ciiu_0404,461,Comercio al por mayor a cambio de una retribución o por contrata,,view
ciiu_0406,ciiu_0405,4610,Comercio al por mayor a cambio de una retribución o por contrata,,other
ciiu_0407,ciiu_0404,462,Comercio al por mayor de materias primas agropecuarias; animales vivos,,view
ciiu_0408,ciiu_0407,4620,Comercio al por mayor de materias primas agropecuarias; animales vivos,,other
ciiu_0409,ciiu_0404,463,"Comercio al por mayor de alimentos, bebidas y tabaco",,view
ciiu_0410,ciiu_0409,4631,Comercio al por mayor de productos alimenticios,,other
ciiu_0411,ciiu_0409,4632,Comercio al por mayor de bebidas y tabaco,,other
ciiu_0412,ciiu_0404,464,Comercio al por mayor de artículos y enseres domésticos (incluidas prendas de vestir),,view
ciiu_0413,ciiu_0412,4641,"Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico",,other
ciiu_0414,ciiu_0412,4642,Comercio al por mayor de prendas de vestir,,other
ciiu_0415,ciiu_0412,4643,Comercio al por mayor de calzado,,other
ciiu_0416,ciiu_0412,4644,Comercio al por mayor de aparatos y equipo de uso doméstico,,other
ciiu_0417,ciiu_0412,4645,"Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",,other
ciiu_0418,ciiu_0412,4649,Comercio al por mayor de otros utensilios domésticos n.c.p.,,other
ciiu_0419,ciiu_0404,465,Comercio al por mayor de maquinaria y equipo ,,view
ciiu_0420,ciiu_0419,4651,"Comercio al por mayor de computadores, equipo periférico y programas de informática",,other
ciiu_0421,ciiu_0419,4652,"Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones",,other
ciiu_0422,ciiu_0419,4653,Comercio al por mayor de maquinaria y equipo agropecuarios,,other
ciiu_0423,ciiu_0419,4659,Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,,other
ciiu_0424,ciiu_0404,466,Comercio al por mayor especializado de otros productos,,view
ciiu_0425,ciiu_0424,4661,"Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",,other
ciiu_0426,ciiu_0424,4662,Comercio al por mayor de metales y productos metalíferos,,other
ciiu_0427,ciiu_0424,4663,"Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",,other
ciiu_0428,ciiu_0424,4664,"Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",,other
ciiu_0429,ciiu_0424,4665,"Comercio al por mayor de desperdicios, desechos y chatarra",,other
ciiu_0430,ciiu_0424,4669,Comercio al por mayor de otros productos n.c.p.,,other
ciiu_0431,ciiu_0404,469,Comercio al por mayor no especializado,,view
ciiu_0432,ciiu_0431,4690,Comercio al por mayor no especializado,,other
ciiu_0433,ciiu_0392,47,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",,view
ciiu_0434,ciiu_0433,471,Comercio al por menor en establecimientos no especializados,,view
ciiu_0435,ciiu_0434,4711,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas o tabaco",,other
ciiu_0436,ciiu_0434,4719,"Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas y tabaco",,other
ciiu_0437,ciiu_0433,472,"Comercio al por menor de alimentos (víveres en general), bebidas y tabaco, en establecimientos especializados",,view
ciiu_0438,ciiu_0437,4721,Comercio al por menor de productos agrícolas para el consumo en establecimientos especializados,,other
ciiu_0439,ciiu_0437,4722,"Comercio al por menor de leche, productos lácteos y huevos, en establecimientos especializados",,other
ciiu_0440,ciiu_0437,4723,"Comercio al por menor de carnes (incluye aves de corral), productos cárnicos, pescados y productos de mar, en establecimientos especializados",,other
ciiu_0441,ciiu_0437,4724,"Comercio al por menor de bebidas y productos del tabaco, en establecimientos especializados",,other
ciiu_0442,ciiu_0437,4729,"Comercio al por menor de otros productos alimenticios n.c.p., en establecimientos especializados",,other
ciiu_0443,ciiu_0433,473,"Comercio al por menor de combustible, lubricantes, aditivos y productos de limpieza para automotores, en establecimientos especializados",,view
ciiu_0444,ciiu_0443,4731,Comercio al por menor de combustible para automotores,,other
ciiu_0445,ciiu_0443,4732,"Comercio al por menor de lubricantes (aceites, grasas), aditivos y productos de limpieza para vehículos automotores",,other
ciiu_0446,ciiu_0433,474,"Comercio al por menor de equipos de informática y de comunicaciones, en establecimientos especializados",,view
ciiu_0447,ciiu_0446,4741,"Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados",,other
ciiu_0448,ciiu_0446,4742,"Comercio al por menor de equipos y aparatos de sonido y de video, en establecimientos especializados",,other
ciiu_0449,ciiu_0433,475,Comercio al por menor de otros enseres domésticos en establecimientos especializados,,view
ciiu_0450,ciiu_0449,4751,Comercio al por menor de productos textiles en establecimientos especializados,,other
ciiu_0451,ciiu_0449,4752,"Comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados",,other
ciiu_0452,ciiu_0449,4753,"Comercio al por menor de tapices, alfombras y cubrimientos para paredes y pisos en establecimientos especializados",,other
ciiu_0453,ciiu_0449,4754,"Comercio al por menor de electrodomésticos y gasodomésticos de uso doméstico, muebles y equipos de iluminación",,other
ciiu_0454,ciiu_0449,4755,Comercio al por menor de artículos y utensilios de uso doméstico,,other
ciiu_0455,ciiu_0449,4759,Comercio al por menor de otros artículos domésticos en establecimientos especializados,,other
ciiu_0456,ciiu_0433,476,"Comercio al por menor de artículos culturales y de entretenimiento, en establecimientos especializados",,view
ciiu_0457,ciiu_0456,4761,"Comercio al por menor de libros, periódicos, materiales y artículos de papelería y escritorio, en establecimientos especializados",,other
ciiu_0458,ciiu_0456,4762,"Comercio al por menor de artículos deportivos, en establecimientos especializados ",,other
ciiu_0459,ciiu_0456,4769,Comercio al por menor de otros artículos culturales y de entretenimiento n.c.p. en establecimientos especializados,,other
ciiu_0460,ciiu_0433,477,Comercio al por menor de otros productos en establecimientos especializados,,view
ciiu_0461,ciiu_0460,4771,Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,,other
ciiu_0462,ciiu_0460,4772,Comercio al por menor de todo tipo de calzado y artículos de cuero y sucedáneos del cuero en establecimientos especializados.,,other
ciiu_0463,ciiu_0460,4773,"Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados",,other
ciiu_0464,ciiu_0460,4774,Comercio al por menor de otros productos nuevos en establecimientos especializados,,other
ciiu_0465,ciiu_0460,4775,Comercio al por menor de artículos de segunda mano,,other
ciiu_0466,ciiu_0433,478,Comercio al por menor en puestos de venta móviles,,view
ciiu_0467,ciiu_0466,4781,"Comercio al por menor de alimentos, bebidas y tabaco, en puestos de venta móviles",,other
ciiu_0468,ciiu_0466,4782,"Comercio al por menor de productos textiles, prendas de vestir y calzado, en puestos de venta móviles",,other
ciiu_0469,ciiu_0466,4789,Comercio al por menor de otros productos en puestos de venta móviles,,other
ciiu_0470,ciiu_0433,479,"Comercio al por menor no realizado en establecimientos, puestos de venta o mercados",,view
ciiu_0471,ciiu_0470,4791,Comercio al por menor realizado a través de Internet,,other
ciiu_0472,ciiu_0470,4792,Comercio al por menor realizado a través de casas de venta o por correo,,other
ciiu_0473,ciiu_0470,4799,"Otros tipos de comercio al por menor no realizado en establecimientos, puestos de venta o mercados.",,other
ciiu_0474,,49 SECCIÓN H,TRANSPORTE Y ALMACENAMIENTO,,view
ciiu_0475,ciiu_0474,49,Transporte terrestre; transporte por tuberías,,view
ciiu_0476,ciiu_0475,491,Transporte férreo,,view
ciiu_0477,ciiu_0476,4911,Transporte férreo de pasajeros,,other
ciiu_0478,ciiu_0476,4912,Transporte férreo de carga ,,other
ciiu_0479,ciiu_0475,492,Transporte terrestre público automotor,,view
ciiu_0480,ciiu_0479,4921,Transporte de pasajeros,,other
ciiu_0481,ciiu_0479,4922,Transporte mixto,,other
ciiu_0482,ciiu_0479,4923,Transporte de carga por carretera,,other
ciiu_0483,ciiu_0475,493,Transporte por tuberías,,view
ciiu_0484,ciiu_0483,4930,Transporte por tuberías,,other
ciiu_0485,ciiu_0474,50,Transporte acuático,,view
ciiu_0486,ciiu_0485,501,Transporte marítimo y de cabotaje,,view
ciiu_0487,ciiu_0486,5011,Transporte de pasajeros marítimo y de cabotaje ,,other
ciiu_0488,ciiu_0486,5012,Transporte de carga marítimo y de cabotaje ,,other
ciiu_0489,ciiu_0485,502,Transporte fluvial,,view
ciiu_0490,ciiu_0489,5021,Transporte fluvial de pasajeros,,other
ciiu_0491,ciiu_0489,5022,Transporte fluvial de carga,,other
ciiu_0492,ciiu_0474,51,Transporte aéreo,,view
ciiu_0493,ciiu_0492,511,Transporte aéreo de pasajeros ,,view
ciiu_0494,ciiu_0493,5111,Transporte aéreo nacional de pasajeros ,,other
ciiu_0495,ciiu_0493,5112,Transporte aéreo internacional de pasajeros ,,other
ciiu_0496,ciiu_0492,512,Transporte aéreo de carga ,,view
ciiu_0497,ciiu_0496,5121,Transporte aéreo nacional de carga ,,other
ciiu_0498,ciiu_0496,5122,Transporte aéreo internacional de carga ,,other
ciiu_0499,ciiu_0474,52,Almacenamiento y actividades complementarias al transporte,,view
ciiu_0500,ciiu_0499,521,Almacenamiento y depósito,,view
ciiu_0501,ciiu_0500,5210,Almacenamiento y depósito,,other
ciiu_0502,ciiu_0499,522,"Actividades de las estaciones, vías y servicios complementarios para el transporte",,view
ciiu_0503,ciiu_0502,5221,"Actividades de estaciones, vías y servicios complementarios para el transporte terrestre",,other
ciiu_0504,ciiu_0502,5222,Actividades de puertos y servicios complementarios para el transporte acuático,,other
ciiu_0505,ciiu_0502,5223,"Actividades de aeropuertos, servicios de navegación aérea y demás actividades conexas al transporte aéreo",,other
ciiu_0506,ciiu_0502,5224,Manipulación de carga,,other
ciiu_0507,ciiu_0502,5229,Otras actividades complementarias al transporte,,other
ciiu_0508,ciiu_0474,53,Correo y servicios de mensajería,,view
ciiu_0509,ciiu_0508,531,Actividades postales nacionales,,view
ciiu_0510,ciiu_0509,5310,Actividades postales nacionales,,other
ciiu_0511,ciiu_0508,532,Actividades de mensajería,,view
ciiu_0512,ciiu_0511,5320,Actividades de mensajería,,other
ciiu_0513,,55 SECCIÓN I,ALOJAMIENTO Y SERVICIOS DE COMIDA,,view
ciiu_0514,ciiu_0513,55,Alojamiento,,view
ciiu_0515,ciiu_0514,551,Actividades de alojamiento de estancias cortas,,view
ciiu_0516,ciiu_0515,5511,Alojamiento en hoteles ,,other
ciiu_0517,ciiu_0515,5512,Alojamiento en apartahoteles,,other
ciiu_0518,ciiu_0515,5513,Alojamiento en centros vacacionales ,,other
ciiu_0519,ciiu_0515,5514,Alojamiento rural,,other
ciiu_0520,ciiu_0515,5519,Otros tipos de alojamientos para visitantes,,other
ciiu_0521,ciiu_0514,552,Actividades de zonas de camping y parques para vehículos recreacionales,,view
ciiu_0522,ciiu_0521,5520,Actividades de zonas de camping y parques para vehículos recreacionales,,other
ciiu_0523,ciiu_0514,553,Servicio por horas ,,view
ciiu_0524,ciiu_0523,5530,Servicio por horas ,,other
ciiu_0525,ciiu_0514,559,Otros tipos de alojamiento n.c.p.,,view
ciiu_0526,ciiu_0525,5590,Otros tipos de alojamiento n.c.p.,,other
ciiu_0527,ciiu_0513,56,Actividades de servicios de comidas y bebidas,,view
ciiu_0528,ciiu_0527,561,"Actividades de restaurantes, cafeterías y servicio móvil de comidas",,view
ciiu_0529,ciiu_0528,5611,Expendio a la mesa de comidas preparadas,,other
ciiu_0530,ciiu_0528,5612,Expendio por autoservicio de comidas preparadas,,other
ciiu_0531,ciiu_0528,5613,Expendio de comidas preparadas en cafeterías,,other
ciiu_0532,ciiu_0528,5619,Otros tipos de expendio de comidas preparadas n.c.p.,,other
ciiu_0533,ciiu_0527,562,Actividades de catering para eventos y otros servicios de comidas,,view
ciiu_0534,ciiu_0533,5621,Catering para eventos,,other
ciiu_0535,ciiu_0533,5629,Actividades de otros servicios de comidas,,other
ciiu_0536,ciiu_0527,563,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,,view
ciiu_0537,ciiu_0536,5630,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,,other
ciiu_0538,,58 SECCIÓN J,INFORMACIÓN Y COMUNICACIONES,,view
ciiu_0539,ciiu_0089,58,Actividades de edición,,view
ciiu_0540,ciiu_0539,581,"Edición de libros, publicaciones periódicas y otras actividades de edición",,view
ciiu_0541,ciiu_0540,5811,Edición de libros,,other
ciiu_0542,ciiu_0540,5812,Edición de directorios y listas de correo,,other
ciiu_0543,ciiu_0540,5813,"Edición de periódicos, revistas y otras publicaciones periódicas",,other
ciiu_0544,ciiu_0540,5819,Otros trabajos de edición,,other
ciiu_0545,ciiu_0539,582,Edición de programas de informática (software),,view
ciiu_0546,ciiu_0545,5820,Edición de programas de informática (software),,other
ciiu_0547,ciiu_0089,59,"Actividades cinematográficas, de video y producción de programas de televisión, grabación de sonido y edición de música",,view
ciiu_0548,ciiu_0547,591,"Actividades de producción de películas cinematográficas, video y producción de programas, anuncios y comerciales de televisión",,view
ciiu_0549,ciiu_0548,5911,"Actividades de producción de películas cinematográficas, videos, programas, anuncios y comerciales de televisión",,other
ciiu_0550,ciiu_0548,5912,"Actividades de posproducción de películas cinematográficas, videos, programas, anuncios y comerciales de televisión",,other
ciiu_0551,ciiu_0548,5913,"Actividades de distribución de películas cinematográficas, videos, programas, anuncios y comerciales de televisión",,other
ciiu_0552,ciiu_0548,5914,Actividades de exhibición de películas cinematográficas y videos,,other
ciiu_0553,ciiu_0547,592,Actividades de grabación de sonido y edición de musica,,view
ciiu_0554,ciiu_0553,5920,Actividades de grabación de sonido y edición de musica,,other
ciiu_0555,ciiu_0089,60,"Actividades de programación, transmisión y/o difusión",,view
ciiu_0556,ciiu_0555,601,Actividades de programación y transmisión en el servicio de radiodifusión sonora,,view
ciiu_0557,ciiu_0556,6010,Actividades de programación y transmisión en el servicio de radiodifusión sonora,,other
ciiu_0558,ciiu_0555,602,Actividades de programación y transmisión de televisión,,view
